Pos,Player,Tm,Year,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
OLB,Khalil Mack,CHI,2020,6,16,16,0,0,0,0,0,0,0,0,0,0,0,29,9,1,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 1st Tm"
OLB,Za'Darius Smith,GNB,2020,5,16,16,0,0,0,0,0,0,0,0,0,0,0,35,12.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
OLB,Bradley Chubb,DEN,2020,2,14,14,0,0,0,0,0,0,0,0,0,0,0,26,7.5,0,PFW: 1st Tm All-Conf.
MLB,Fred Warner,SFO,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,79,1,2,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
MLB,Darius Leonard,IND,2020,2,14,14,0,0,0,0,0,0,0,0,0,0,0,86,3,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, SN: 1st Tm"
LB,Bobby Wagner,SEA,2020,8,16,16,0,0,0,0,0,0,0,0,0,0,0,81,3,0,"AP: 1st Tm, PFF: 1st Tm"
LB,Roquan Smith,CHI,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,98,4,2,"SN: 1st Tm, AP: 2nd Tm"
LB,Demario Davis,NOR,2020,8,16,16,0,0,0,0,0,0,0,0,0,0,0,73,4,0,AP: 2nd Tm
LB,Lavonte David,TAM,2020,8,16,16,0,0,0,0,0,0,0,0,0,0,0,82,1.5,1,AP: 2nd Tm
LB,Myles Jack,JAX,2020,4,14,14,0,0,0,0,0,0,0,0,0,0,0,72,1,1,PFF: 2nd Tm
LB,Eric Kendricks,MIN,2020,5,11,11,0,0,0,0,0,0,0,0,0,0,0,69,0,3,PFF: 2nd Tm
LB,Devin White,TAM,2020,1,15,15,0,0,0,0,0,0,0,0,0,0,0,97,9,0,AP: 2nd Tm
CB,Xavien Howard,MIA,2020,4,16,16,0,0,0,0,0,0,0,0,0,0,0,40,0,10,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
CB,Jalen Ramsey,LAR,2020,4,15,15,0,0,0,0,0,0,0,0,0,0,0,36,0,1,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm"
CB,Jaire Alexander,GNB,2020,2,15,15,0,0,0,0,0,0,0,0,0,0,0,40,1,1,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm"
CB,Tre'Davious White,BUF,2020,3,14,14,0,0,0,0,0,0,0,0,0,0,0,44,1.5,3,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
CB,James Bradberry,NYG,2020,4,15,15,0,0,0,0,0,0,0,0,0,0,0,44,0,3,PFF: 2nd Tm
LS,Morgan Cox,BAL,2020,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AP: 1st Tm
LS,Luke Rhodes,IND,2020,4,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,AP: 2nd Tm
S,Minkah Fitzpatrick,PIT,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,60,0,4,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
S,Tyrann Mathieu,KAN,2020,7,15,15,0,0,0,0,0,0,0,0,0,0,0,48,0,6,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
S,Budda Baker,ARI,2020,3,15,15,0,0,0,0,0,0,0,0,0,0,0,90,2,2,"PFW: 1st Tm All-Conf., AP: 1st Tm"
S,Jessie Bates III,CIN,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,78,0,3,"PFF: 1st Tm, AP: 2nd Tm"
S,Adrian Amos,GNB,2020,5,16,16,0,0,0,0,0,0,0,0,0,0,0,65,2,2,PFF: 1st Tm
S,Jamal Adams,SEA,2020,3,12,12,0,0,0,0,0,0,0,0,0,0,0,59,9.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
S,John Johnson,LAR,2020,3,16,16,0,0,0,0,0,0,0,0,0,0,0,73,0,1,PFF: 2nd Tm
S,Justin Simmons,DEN,2020,4,16,16,0,0,0,0,0,0,0,0,0,0,0,77,0,5,PFF: 2nd Tm
DB,Bryce Callahan,DEN,2020,5,10,10,0,0,0,0,0,0,0,0,0,0,0,36,0,2,PFF: 1st Tm
DB,Darious Williams,LAR,2020,2,16,10,0,0,0,0,0,0,0,0,0,0,0,37,0,4,PFF: 2nd Tm
P,Jake Bailey,NWE,2020,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
P,Jack Fox,DET,2020,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm"
P,Bradley Pinion,TAM,2020,5,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PFF: 2nd Tm
PR,Gunner Olszewski,NWE,2020,1,13,2,0,0,0,0,0,5,23,0,5,62,1,1,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
PR,Jamal Agnew,DET,2020,3,14,2,0,1,0,0,0,6,33,0,13,89,0,4,0,0,PFW: 1st Tm All-Conf.
PR,Jakeem Grant,MIA,2020,4,14,4,0,0,0,0,0,3,20,0,36,373,1,0,0,0,AP: 2nd Tm
KR,Cordarrelle Patterson,CHI,2020,7,16,3,0,0,0,0,0,64,232,1,21,132,0,3,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
KR,Andre Roberts,BUF,2020,10,15,0,0,0,0,0,0,1,-3,0,4,34,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
KR,Ray-Ray McCloud,PIT,2020,2,16,2,0,0,0,0,0,4,65,0,20,77,0,1,0,0,PFF: 2nd Tm
ST,George Odum,IND,2020,2,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
ST,Nick Bellore,SEA,2020,9,16,0,0,0,0,0,0,1,5,0,1,9,0,11,0,0,PFW: 1st Tm All-Conf.
ST,Cody Davis,NWE,2020,7,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,PFF: 2nd Tm
ST,Matthew Slater,NWE,2020,12,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,AP: 2nd Tm
PK,Jason Sanders,MIA,2020,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AP: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
PK,Justin Tucker,BAL,2020,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm"
PK,Younghoe Koo,ATL,2020,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., SN: 1st Tm"
